"","x"
"114",8.30229735746485
"115",8.89409660634898
"116",8.11952861013239
"117",8.70023666184683
"118",8.44836019357235
"119",8.76388789651562
"120",9.45233789796789
"121",8.07791389284971
"122",8.31197488183854
"123",7.56253224119694
"124",6.64383261639083
"125",7.34381944435692
"126",7.83356909730893
"127",8.17470855205148
"128",7.8785574282051
"129",8.71163434565876
"130",6.58181685919521
"131",8.66478889704877
"132",9.27418670892567
"133",9.79698798294632
"134",7.38622934921026
"135",9.85063412003288
"136",7.79794338800604
"137",9.59526813723022
"138",9.95973047200062
"139",8.95386043759614
"140",8.96617434346119
"141",7.83150317420571
"142",8.69024808774253
"143",6.12405770194968
"144",7.31673943235743
"145",5.70911692358851
"146",7.73510654954361
"147",9.17834994292252
"148",4.97968818405694
"149",7.81447243855941
"150",9.26107825891935
"151",6.63650919349188
"152",6.89844857559777
"153",8.16741153497206
"154",7.65082543268515
"155",8.13402643955394
"156",9.41059515832048
"157",9.31433251603246
"158",8.18266680462276
"159",8.82997794598183
"160",7.54234626169911
"161",7.18383453521622
"162",9.13731942959845
"163",5.3252291324248
"164",9.09343141890827
"165",9.49664976588163
"166",8.93314839952029
"167",8.8638689034208
"168",9.0727304753924
"169",9.44103739680277
"170",8.99268417019565
"171",9.89442857788609
"172",7.93554265170574
"173",8.830107386082
"174",8.55740193797915
"175",6.52638242618102
"176",7.14486462511422
"177",5.39182311800944
"178",7.30967920372172
"179",8.12250214431999
"180",6.33792560172483
"181",8.44480780789377
"182",7.20340116559002
"183",9.08749705538894
"184",6.80685450604431
"185",6.91799694399573
"186",8.67221596578711
"187",3.77445700014942
"188",8.18051952190538
"189",7.83137255534498
"190",8.12040874235082
"191",7.93912075819647
"192",9.21419911967129
"193",9.36601435413601
"194",8.85765081478573
"195",9.74653083463198
"196",6.17607903791278
"197",7.0305202134121
"198",4.61958713448756
"199",7.48762733304643
"200",6.23821665025739
"201",9.23892568339366
"202",9.13971156544238
"203",7.42504100329799
"204",6.21314494642676
"205",8.75751344373793
"206",6.64943004463935
"207",8.97737736575371
"208",6.02314374329686
"209",8.99538860720122
"210",6.21238595859073
"211",6.41735280321603
"212",8.40145406986687
"213",3.17755192241734
"214",7.41015502587445
"215",5.031348940384
"216",3.76280753447409
"217",7.97029131570653
"218",7.95866160519124
"219",8.67886345197582
"220",7.28644772730819
"221",8.27848106453675
"222",7.09493130338636
"223",9.43367098351253
"224",9.65294025443733
"225",7.79988940429649
"226",9.05685475265307
"227",9.02058641655393
"228",8.41906837365451
"229",9.19716752083118
"230",9.09414361151943
"231",6.69245599365029
"232",6.82322889645841
"233",7.89192919568185
"234",9.17851807004422
"235",8.18161584883289
"236",2.27396683371388
"237",9.00633992527948
"238",9.52506358661585
"239",7.98071413781636
"240",7.66303626605445
"241",7.08591056874842
"242",7.48291143053742
"243",8.51827577718513
"244",9.82408382867182
"245",9.04099519446816
"246",7.94965742605899
"247",8.19300165020659
"248",9.57335866698578
"249",7.89576408880135
"250",8.81549595231748
"251",9.54623434755647
"252",6.96345379847496
"253",9.02046185758265
"254",8.92463271555462
"255",7.3266683498684
"256",9.12414787540197
"257",9.39015029387916
"258",9.42704278465433
"259",6.97359538748444
"260",9.17492804538187
"261",8.70434681666902
"262",7.1068284756245
"263",7.62431549527833
"264",8.21316560504105
"265",9.87962635049911
"266",9.32567760787446
"267",7.08679121037748
"268",8.89759008126071
"269",8.30029177789795
"270",8.91119686687481
"271",8.8301758414594
"272",8.74449586375466
"273",4.83930664870849
"274",8.78004081048216
"275",7.98854697256691
"276",7.32703366721092
"277",9.16472115817613
"278",7.59409688590764
"279",9.14911598634615
"280",9.99909711579206
"281",9.69249943120863
"282",8.30393542121834
"283",9.00784326127322
"284",7.41534950154908
"285",9.65123050933376
"286",8.02274590699874
"287",9.92692488141216
"288",7.03124675083105
"289",8.45770379213865
"290",9.38322492251188
"291",8.27022618638964
"292",9.17941536743125
"293",8.73129975499763
"294",8.71064168767684
"295",9.07753646258527
"296",4.46334336616173
"297",8.70435852029713
"298",4.07410772138238
"299",7.58450095199427
"300",8.79301666329458
"301",9.85412050423703
"302",7.52343996632163
"303",6.41100044430405
"304",8.71279278521812
"305",7.80071509209542
"306",6.69402307244747
"307",9.51773282814707
"308",8.22874874901301
"309",7.59857652394257
"310",9.68795762710035
"311",8.56217751698008
"312",9.73903358290194
"313",8.26551058447737
"314",8.83930383654297
"315",7.64622607992969
"316",7.25555660095972
"317",8.69874874536748
"318",7.96932101291014
"319",8.92001564023555
"320",9.07168594324598
"321",9.35890823166766
"322",7.05145014135264
"323",8.26002216958439
"324",7.72603651139424
"325",6.13964027362098
"326",7.88527331834073
"327",8.73493752562861
"328",8.21400774572418
"329",8.64462248954782
"330",7.34643241701759
"331",7.24837491569374
"332",6.43427853407539
"333",9.99993017932574
"334",9.6537017060827
"335",9.69114609941222
"336",8.57649786636618
"337",9.63881365072906
"338",8.58560521909177
"339",7.97880051171995
"340",9.65342961185333
"341",6.0057944329405
"342",9.71828323864925
"343",8.78386801919251
"344",9.90749063998137
"345",5.3540031375424
"346",6.94010950638256
"347",9.36962984504624
"348",6.99917698224686
"349",9.70426614072866
"350",9.47003530134837
"351",4.89063301064194
"352",9.97537750599854
"353",8.49351609447823
"354",9.70073725890707
"355",8.93572835852658
"356",9.58705239232379
"357",8.55037389856241
"358",8.65922712836252
"359",9.43996171130195
"360",7.92003129714129
"361",3.8449852545157
"362",9.90899567892533
"363",5.74141808783878
"364",7.79182087696995
"365",5.99710504518611
"366",7.96209229153291
"367",7.4066317742027
"368",8.84751771561508
"369",7.92826430447478
"370",6.63632964548296
"371",8.43628267266955
"372",8.8791683742311
"373",8.72701782285398
"374",5.76811535167231
"375",8.10615430629529
"376",7.28598346620458
"377",7.84186777646258
"378",8.41337534808372
"379",8.54810551821561
"380",7.74531871107228
"381",8.99077524887539
"382",6.6109391660726
"383",8.47151734509232
"384",5.32249074628757
"385",9.89146385796298
"386",8.52996611267751
"387",7.01994694023166
"388",8.46347421273012
"389",9.32988220786127
"390",6.88477636761924
"391",8.07549679142054
"392",8.49590229464113
"393",9.05528160792495
"394",8.85462126511409
"395",9.76076301364561
"396",8.06633701894417
"397",6.74135057101552
"398",9.60231278587744
"399",8.15176634696256
"400",9.69378043355755
"401",8.83078590675761
"402",4.51554857980298
"403",5.49540347888065
"404",9.54421209603574
"405",9.19496925406565
"406",7.18603506611651
"407",8.87983967074838
"408",9.55886063785104
"409",9.84944164433254
"410",7.21186658431569
"411",7.97607708730328
"412",6.04033168557421
"413",8.30568442143394
"414",7.26898674859732
"415",9.64489826564334
"416",7.72674812296259
"417",7.31617377137289
"418",5.25230723059071
"419",8.52609764118929
"420",7.2211810794627
"421",7.71917356493634
"422",9.53163129925687
"423",9.42958968783338
"424",6.75970306159281
"425",7.35127213804397
"426",9.69227384281299
"427",9.69364920963691
"428",9.18514485654724
"429",6.25234121598002
"430",6.99335192089388
"431",8.94920547616142
"432",8.16446522750037
"433",9.45258278992871
"434",8.41427318333006
"435",9.12063317774425
"436",6.38505776670881
"437",9.63682113486294
"438",8.60515571638441
"439",9.37217339467739
"440",5.84620446108843
"441",8.96071012998395
"442",9.23503326223021
"443",6.54125157608663
"444",7.18840174491206
"445",8.73263346337295
"446",8.78731168862078
"447",7.68511429376205
"448",8.13641816437745
"449",8.70048656022204
"450",9.25464069656607
"451",9.85154836191312
"452",7.69944899681017
"453",9.21199846950315
"454",8.11628689529408
"455",9.48235869993988
"456",9.78942416651882
"457",8.53253438691247
"458",8.69348056397472
"459",6.06709994392064
"460",8.10543131715779
"461",5.08974892514204
"462",7.71892650540968
"463",7.93514422791645
"464",6.84094004444769
"465",8.85336304192153
"466",9.35697390382909
"467",5.56150771143744
"468",9.91842699607706
"469",7.60270974615981
"470",7.06220689034878
"471",7.37088419384172
"472",9.27946345332101
"473",7.71928281523031
"474",9.98773877775809
"475",7.25967834008429
"476",4.29290063390002
"477",8.51279465440432
"478",7.84251883338994
"479",8.74836739312071
"480",9.13661096115759
"481",6.2658191478501
"482",9.23524424281755
"483",8.89277975193736
"484",7.05913851821609
"485",8.72037883382401
"486",9.9639143808135
"487",8.73710936582041
"488",9.83048079993575
"489",6.1865960335076
"490",8.3066092346921
"491",4.25640774984278
"492",8.68592549462912
"493",8.76013952733411
"494",7.61992509268188
"495",8.02522318183469
"496",7.86685372792623
"497",8.37452576262499
"498",9.59350027583883
"499",8.76796439574687
"500",8.193903943706
"501",7.80117338298919
"502",5.9450320102884
"503",7.00138292642699
"504",6.09901466271973
"505",9.70982640024221
"506",7.48928974713829
"507",7.15317536005398
"508",7.80327908072694
"509",8.00897239970692
"510",7.92416610280424
"511",8.54946144126618
"512",8.13506679848453
"513",9.17165387951103
"514",9.56451193924124
"515",8.37884761024904
"516",4.57433008378635
"517",7.66204823684545
"518",8.52246678464254
"519",8.63214648158427
"520",7.64244983421473
"521",6.98710196133987
"522",9.01275272544749
"523",7.67176064097204
"524",9.78627537698323
"525",7.63201388336356
"526",8.71377256936468
"527",8.5781255878776
"528",7.46841578960977
"529",4.57442642101244
"530",7.30193254151858
"531",9.29212007994987
"532",9.99471907429715
"533",9.99482807335036
"534",9.48371735047207
"535",8.36749354675299
"536",9.4647769225038
"537",6.42487084153224
"538",9.28906241207525
"539",9.21730281094332
"540",6.06779131907751
"541",7.89698496205408
"542",6.67212209562159
"543",9.01689890719544
"544",9.01972028223514
"545",6.71595020339979
"546",7.22520630858658
"547",8.47979340267952
"548",9.34254640092399
"549",8.4488542684786
"550",9.75455672064793
"551",9.16540480882014
"552",8.44638457173352
"553",7.27715470525542
"554",6.47319145051701
"555",7.19929297116649
"556",7.76644247287614
"557",7.57205282197491
"558",8.77979641331024
"559",9.57027793647573
"560",6.25745918581967
"561",8.76126209325375
"562",8.39621450540565
"563",7.90675569527446
"564",7.57559182512077
"565",8.41597231295944
"566",8.99580227632066
"567",7.83141645132955
"568",5.44907755241242
"569",6.32031512508734
"570",8.43815685663203
"571",9.11035488950137
"572",9.63831519855394
"573",6.8721139447985
"574",6.08464888120727
"575",7.34785942142804
"576",8.6949096411667
"577",9.00951168030529
"578",7.61793173824155
"579",7.87524323212027
"580",8.20143785905082
"581",8.46516125776253
"582",6.37021892928547
"583",8.55584854335638
"584",9.07768189356222
"585",7.23831347683058
"586",9.54958506735417
"587",4.56610709630917
"588",8.41512682404951
"589",6.78245595229782
"590",9.36272868684598
"591",8.69499459701776
"592",9.10204151291149
"593",8.81796021502479
"594",8.53299028744966
"595",9.37636728054116
"596",9.04604303968784
"597",9.06199951741647
"598",9.33202539489013
"599",9.00149423488359
"600",8.52683167152834
"601",8.27843329540397
"602",2.78955461857286
"603",7.11801107913099
"604",8.27632702442948
"605",8.68068965331811
"606",9.42704627283108
"607",8.39748055029293
"608",9.11991152715418
"609",6.65071917262654
"610",8.34292310981703
"611",4.70297782855405
"612",6.50708597733465
"613",8.52921581833537
"614",8.92544402981673
"615",6.90911849553159
"616",8.09745276878726
"617",7.33717171802274
"618",7.33652861186088
"619",7.94488458740374
"620",6.82377027216735
"621",7.00092500204991
"622",8.55565619830926
"623",8.22436121438587
"624",9.01273568144246
"625",9.46426841663545
"626",8.78652052714598
"627",8.32682107204479
"628",6.16433665632251
"629",9.44762922739435
"630",8.27827283181643
"631",9.21577494766809
"632",9.37637576738457
"633",9.39005183373812
"634",8.82573066909129
"635",8.95968619102803
"636",6.82634267442177
"637",9.96797628121243
"638",8.7330241588404
"639",9.69280407490662
"640",6.24887602322882
"641",5.02373625894938
"642",7.57583050878342
"643",8.7272274430873
"644",9.38814122018759
"645",8.32516108798691
"646",9.50193895245406
"647",7.21153439791811
"648",6.36447130008216
"649",7.73274763450915
"650",7.63225984202089
"651",9.2456055640423
"652",8.46915569427741
"653",7.42007053156177
"654",6.39146073997373
"655",9.28569948721419
"656",7.17122922076568
"657",9.07626174747502
"658",9.0542833003235
"659",7.53245171085239
"660",7.66649249736046
"661",9.3059427496108
"662",8.49064871272835
"663",6.18147334674504
"664",8.93972431525702
"665",9.51954205937101
"666",9.82278776357196
"667",5.46680377601771
"668",6.90239238458483
"669",8.51828130863072
"670",8.14337001127896
"671",8.02862496143837
"672",4.03844376584361
"673",8.14711060224105
"674",6.8226328783927
"675",9.3416164250926
"676",8.57346174383307
"677",8.9636065687493
"678",6.52974493993862
"679",7.76257212126056
"680",6.65181360780473
"681",9.11268864749865
"682",8.96207867108109
"683",8.39766624271046
"684",9.46833227152924
"685",9.6291947518234
"686",8.43434484758884
"687",9.50010528629623
"688",9.26475677956314
"689",9.87881651434268
"690",4.16440204238091
"691",7.64768994450119
"692",8.31835106534472
"693",8.00097991122413
"694",7.53925656113784
"695",8.86156874108768
"696",7.11425765328452
"697",7.72829827094519
"698",8.61103930890991
"699",6.20821800222454
"700",7.36528521171296
"701",8.22237069025143
"702",7.17161047122787
"703",5.92900356048678
"704",6.9663796142896
"705",7.72481312939585
"706",8.52380693367147
"707",9.50130306301494
"708",8.79821963680582
"709",6.25073895222423
"710",9.25311831843749
"711",5.21023152663471
"712",8.77569606652307
"713",9.97579977084728
"714",9.77263549883845
"715",8.04103909944489
"716",8.27481219203446
"717",7.87239805907704
"718",7.06882417805501
"719",8.5585281826927
"720",9.22933375312186
"721",7.86279731371304
"722",6.37553963666373
"723",8.25575917310188
"724",9.45261905954231
"725",7.34114159106388
"726",9.0037181413652
"727",9.07025419980368
"728",9.16817961917576
"729",7.75480697319358
"730",8.55253590045941
"731",8.19309999244318
"732",8.75526499370035
"733",9.97440956853894
"734",8.70455146542153
"735",7.31177686651711
"736",6.42435461336245
"737",7.56557270857687
"738",9.77477895345901
"739",8.18298975682204
"740",9.46412203114486
"741",9.0775270881588
"742",6.44661077797502
"743",6.52253548651691
"744",8.56304760605201
"745",8.39864853322694
"746",7.54447031853774
"747",5.8580505995829
"748",6.21109761101731
"749",9.29163418218709
"750",7.81531471662095
"751",8.5296475941638
"752",7.51238831635795
"753",9.62112895808605
"754",8.91885985304401
"755",6.09715141141539
"756",1.690917496066
"757",5.51556910564207
"758",9.35255430482195
"759",6.23780371051258
"760",9.05204914030538
"761",8.78858645752664
"762",6.68822238433116
"763",9.35092488037036
"764",8.75875976321422
"765",8.67001103221585
"766",7.95987414382142
"767",4.03055356967054
"768",9.34680921955022
"769",8.22128679688137
"770",5.98057872442204
"771",6.68774802497091
"772",8.52039479600381
"773",8.89136622927368
"774",9.17304273219962
"775",9.00938804410923
"776",8.6677075864952
"777",6.1032667126368
"778",5.53377519903608
"779",9.54067301240207
"780",8.39555930822281
"781",8.84032381390093
"782",8.77785988951537
"783",9.16128697231199
"784",8.6681946881105
"785",9.296804768169
"786",8.2252401496576
"787",7.83582516018683
"788",6.37763360154511
"789",4.48532928659069
"790",8.44529383280235
"791",8.54322681665184
"792",8.29276044911245
"793",8.33260455743333
"794",9.90675435113107
"795",0.56750336706253
"796",7.83621274993382
"797",7.63579339125821
"798",9.76527832248052
"799",9.56458158406556
"800",6.85809712760069
"801",7.55461152036416
"802",8.18763697722955
"803",8.68345901358136
"804",8.01089605520909
"805",8.68444958559823
"806",6.74704703428341
"807",8.73219394147804
"808",9.65948287190526
"809",6.19943656686786
"810",9.17480449644176
"811",9.83190865465465
"812",8.39877431982654
"813",8.24826334457991
"814",9.60225906727336
"815",8.48135668278079
"816",5.20442996683148
"817",9.21136209822669
"818",5.48322713352665
"819",9.80744720335602
"820",6.86649442688659
"821",8.63411854895112
"822",7.33223191331817
"823",9.02435223344402
"824",9.09397425049967
"825",6.30288710551792
"826",9.26338151384751
"827",6.9971032430263
"828",8.03281264355408
"829",8.22972669810475
"830",9.09867612838424
"831",9.53319270404419
"832",7.39529766587842
"833",9.31653565893347
"834",7.73356061115398
"835",9.87867735013266
"836",9.15969738736268
"837",9.14309860421441
"838",8.0108021882094
"839",8.98928092317001
"840",5.86174495835593
"841",7.68690997091072
"842",8.09874767631208
"843",8.21235620779859
"844",9.91016644039584
"845",5.30342897953435
"846",3.8475244453857
"847",9.06191143389072
"848",8.08145612844616
"849",9.21323001728798
"850",6.64624028370743
"851",9.12941501820266
"852",9.09312846031568
"853",6.31490543253531
"854",6.95978873241038
"855",9.06492475575837
"856",5.86824196705116
"857",9.33887203616836
"858",9.52539365520442
"859",7.38582690044948
"860",6.14451053694272
"861",8.36968584412334
"862",9.15425409602582
"863",7.62504445450265
"864",9.03166758747932
"865",8.93712691465226
"866",8.49497980007495
"867",6.96961875036088
"868",8.36900761638897
"869",8.91700268381292
"870",7.30839655648729
"871",8.13390479532495
"872",7.17050604914594
"873",4.3156620266738
"874",5.66585688217235
"875",9.02185686597469
"876",4.97493505495543
"877",7.82488940616464
"878",7.62784948184491
"879",9.93745631636128
"880",7.50898273947936
"881",9.25799783742568
"882",7.82843473813976
"883",7.93237608536149
"884",7.01975582647762
"885",6.09547793112624
"886",8.72559809511156
"887",8.30350536559598
"888",6.66966237361323
"889",7.80947789063011
"890",7.28330888868728
"891",9.77630501992347
"892",7.7612880336791
"893",7.58965590129689
"894",7.92084218293626
"895",8.95813166666233
"896",9.18988761839357
"897",6.64199317444516
"898",9.96230291788129
"899",8.98934510704758
"900",7.1838295155356
"901",2.30037637504635
"902",8.44794249684239
"903",9.82043114981647
"904",9.37515737766843
"905",4.81968344534297
"906",5.44818691929174
"907",7.66360961134329
"908",8.34308869195764
"909",9.42268753971682
"910",9.91664347310161
"911",8.79145345661437
"912",9.07125803518295
"913",9.01215461845311
"914",9.35671611210168
"915",9.45808994651066
"916",8.25300237490246
"917",5.81160217340039
"918",9.09202559825721
"919",6.78600254229731
"920",8.40879684121388
"921",7.17289640516685
"922",7.76640301479169
"923",7.4601619686231
"924",7.76660708233096
"925",7.50628686000821
"926",8.22722307663469
"927",8.21436144455797
"928",7.93064521580836
"929",7.95572159011878
"930",7.23709890831109
"931",9.1072426421504
"932",8.64973568064368
"933",7.52735273389896
"934",5.95700205745192
"935",7.5348791045519
"936",9.45152160083826
"937",7.08781492143431
"938",7.21612868031012
"939",5.61781884158089
"940",8.01247262148268
"941",9.88803318723862
"942",9.15418800848169
"943",8.08590224915242
"944",7.53895748659873
"945",4.76146060749563
"946",7.56175743290614
"947",5.86727597871377
"948",9.76002969626055
"949",7.62236952089133
"950",4.70862417768074
"951",9.85653266453144
"952",8.38165816717236
"953",8.55858460728637
"954",7.82925537602244
"955",8.65085472627353
"956",8.18552582385289
"957",5.8893034733367
"958",8.61313040041929
"959",8.8861681550785
"960",6.40379211878601
"961",8.35123915405044
"962",7.20488454719163
"963",7.70597103244879
"964",9.66332543709276
"965",6.48488682054999
"966",8.19193180674537
"967",8.49200645171152
"968",7.02384911831452
"969",7.34987753465255
"970",6.80545123883487
"971",7.692030571297
"972",9.9152981955283
"973",9.24091683828953
"974",9.78785937859715
"975",8.3602206961745
"976",8.48832497621521
"977",8.22693814717649
"978",7.55890621412816
"979",9.51584150468887
"980",8.98827616897303
"981",7.21897441577432
"982",8.88901381041453
"983",8.69786367606122
"984",7.92249501353971
"985",9.15554937044245
"986",8.58331894475469
"987",9.8191042754176
"988",6.57443287809622
"989",6.48377799998164
"990",7.99783974534307
"991",8.15721133441406
"992",8.74756549192253
"993",7.06169668609455
"994",7.97557438483173
"995",9.02090170312091
"996",7.6558783637115
"997",8.74662694988016
"998",9.17907623517219
"999",8.11750526911329
"1000",8.03141853232595
