comp.sys.ibm.pc.hardware,Just	wanted	to	ask	a	question	I	bought	a	hard	disk	drive	second	hand	the	other	day	and	I	opened	the	packaging	up	and	saw	that	there	was	a	small	sticker	on	the	drive	that	had	a	little	red	apple	with	a	bite	taken	out	of	it	It	s	socket	did	not	look	the	same	as	my	existing	hard	disk	that	is	in	my	computer	already	it	has	fifty	little	pins	sticking	out	from	it	instead	of	the	39	that	is	sticking	out	of	my	old	hard	disk	I	don	t	know	if	disk	drives	for	the	Apple	or	Mac	are	different	from	ones	used	in	AT	clones	so	could	someone	tell	me	if	I	could	use	this	hard	disk	on	my	AT	clone	If	not	what	did	I	just	purchase	It	s	a	Quantum	Prodrive	It	s	dated	1988	on	the	green	board	Will	I	need	a	controller	add	in	card	All	the	help	is	much	appreciated	Thanks
comp.sys.ibm.pc.hardware,I	m	looking	for	a	better	method	to	back	up	files	Currently	using	a	MaynStream	250Q	that	uses	DC	6250	tapes	I	will	need	to	have	a	capacity	of	600	Mb	to	1Gb	for	future	backups	Only	DOS	files	I	would	be	VERY	appreciative	of	information	about	backup	devices	or	manufacturers	of	these	products	Flopticals	DAT	tape	anything	If	possible	please	include	price	backup	speed	manufacturer	phone	and	opinions	about	the	quality	reliability	Please	E	Mail	I	ll	send	summaries	to	those	interested	Thanx	in	advance
alt.atheism,Size	of	armies	duration	numbers	of	casualties	both	absolute	and	as	a	percentage	of	those	involved	geographical	area	and	numbers	of	countries	too	are	all	measures	of	size	In	this	case	I	d	say	the	relevant	statistic	would	be	the	number	of	combatants	total	troops	compared	to	total	casualties	from	among	the	total	civilian	population	in	the	affected	geographical	area	Vietnam	and	Korea	might	make	good	comparisons	Western	news	in	general	but	in	particular	the	American	mass	media	CBS	NBC	ABC	etc	The	general	tone	of	the	news	during	the	whole	war	was	one	of	those	poor	poor	Iraqis	along	with	look	how	precisely	this	cruise	missile	blew	this	building	to	bits	I	agree	Perhaps	so	And	maybe	the	atomic	bomb	was	a	mistake	too	But	that	s	easy	to	say	from	our	enlightened	viewpoint	here	in	the	90	s	right	Back	then	it	was	all	out	war	and	Germany	and	Japan	had	to	be	squashed	After	all	a	million	or	more	British	had	already	died	hundreds	of	thousands	of	French	a	couple	hundread	thousand	or	so	Americans	and	millions	of	Russians	not	to	mention	a	few	million	Jews	Poles	and	other	people	of	slavic	descent	in	German	concentration	camps	All	things	considered	the	fire	bombings	and	the	atomic	bomb	were	essential	and	therefore	justified	in	bringing	the	war	to	a	quick	end	to	avoid	even	greater	allied	losses	I	for	one	don	t	regret	it	Sure	And	it	s	the	people	who	suffer	because	of	them	All	the	more	reason	to	depose	these	entrenched	political	rulers	operating	in	their	own	selfish	interests	Or	do	you	mean	that	this	applies	to	the	allies	as	well	I	make	no	claim	or	effort	to	justify	the	misguided	foreign	policy	of	the	West	before	the	war	It	is	evident	that	the	West	especially	America	misjudged	Hussein	drastically	But	once	Hussein	invaded	Kuwait	and	threatened	to	militarily	corner	a	significant	portion	of	the	world	s	oil	supply	he	had	to	be	stopped	Sure	the	war	could	have	been	prevented	by	judicious	and	concerted	effort	on	the	part	of	the	West	before	Hussein	invaded	Kuwait	but	it	is	still	Hussein	who	is	responsible	for	his	decision	to	invade	And	once	he	did	so	a	strong	response	from	the	West	was	required	Well	it	s	not	very	loving	to	allow	a	Hussein	or	a	Hitler	to	gobble	up	nearby	countries	and	keep	them	Or	to	allow	them	to	continue	with	mass	slaughter	of	certain	peoples	under	their	dominion	So	I	d	have	to	say	yes	stopping	Hussein	was	the	most	loving	thing	to	do	for	the	most	people	involved	once	he	set	his	mind	on	military	conquest	I	mentioned	it	If	we	hadn	t	intervened	allowing	Hussein	to	keep	Kuwait	then	it	would	have	been	appeasement	It	is	precisely	the	lessons	the	world	learned	in	WW2	that	motivated	the	Western	alliance	to	war	Letting	Hitler	take	Austria	and	Czechoslavkia	did	not	stop	WW2	from	happening	and	letting	Hussein	keep	Kuwait	would	not	have	stopped	an	eventual	Gulf	War	to	protect	Saudi	Arabia	Sure	What	was	truly	unfortunate	was	that	they	followed	Hitler	in	his	grandiose	quest	for	a	Thousand	Year	Reich	The	consequences	stemmed	from	that	What	should	I	say	about	them	Anything	in	particular	So	It	was	the	policemen	on	trial	not	Rodney	King	And	under	American	law	they	deserved	a	jury	of	their	peers	If	there	had	been	black	officers	involved	I	m	sure	their	would	have	been	black	jurors	too	This	point	of	allegedly	racial	motivations	is	really	shallow	So	It	s	hard	to	imagine	So	when	has	Argument	from	Incredulity	gained	acceptance	from	the	revered	author	of	Constructing	a	Logical	Argument	Can	we	expect	another	revision	soon	Just	kidding	I	have	to	admit	that	I	wonder	this	too	But	neither	the	prosecution	nor	the	defense	is	talking	So	one	cannot	conclude	either	way	due	to	the	silence	of	the	principals	OK	It	certainly	seemed	to	me	that	there	was	excessive	force	involved	And	frankly	the	original	not	guilty	verdict	baffled	me	too	But	then	I	learned	that	the	prosecution	in	the	first	case	did	not	try	to	convict	on	a	charge	of	excessive	force	or	simple	assault	which	they	probably	would	have	won	they	tried	to	get	a	conviction	on	a	charge	of	aggravated	assault	with	intent	to	inflict	serious	bodily	harm	A	charge	which	news	commentators	said	was	akin	to	attempted	murder	under	California	law	Based	on	what	the	prosecution	was	asking	for	it	s	evident	that	the	first	jury	decided	that	the	officers	were	not	guilty	Note	not	not	guilty	of	doing	wrong	but	not	guilty	of	aggravated	assault	with	the	intent	of	inflicting	serious	bodily	harm	The	seeds	of	the	prosecutions	defeat	were	in	their	own	overconfidence	in	obtaining	a	verdict	such	that	they	went	for	the	most	extreme	charge	they	could	If	the	facts	as	the	news	commentators	presented	them	are	true	then	I	feel	the	not	guilty	verdict	was	a	reasonable	one	Thanks	mathew	I	like	the	quote	Pretty	funny	actually	I	m	a	Monty	Python	fan	you	know	Kind	of	seems	in	that	vein	Of	course	oversimplifying	any	moral	argument	can	make	it	seem	contradictory	But	then	you	know	that	already	Regards
alt.atheism,I	m	not	saying	this	at	all	it	requires	no	faith	on	my	part	to	say	the	car	drives	because	I	ve	seen	it	drive	I	ve	done	more	than	at	in	fact	I	ve	actually	driven	it	now	what	does	require	some	faith	is	the	belief	that	my	senses	give	an	accurate	representation	of	what	s	out	there	But	there	is	NO	evidence	pro	or	con	for	the	existence	or	non	existence	of	God	see	what	I	have	to	say	below	on	this	Sorry	if	I	remain	skeptical	I	don	t	believe	it	s	entirely	a	conclusion	That	you	have	seen	no	evidence	that	there	IS	a	God	is	correct	neither	have	I	But	lack	of	evidence	for	the	existence	of	something	is	in	NO	WAY	evidence	for	the	non	existence	of	something	the	creationist	have	a	similar	mode	of	argumentation	in	which	if	they	disprove	evolution	the	establish	creation	You	personally	have	never	seen	a	neutrino	before	but	they	exist	The	pink	unicorn	analogy	breaks	down	and	is	rather	naive	I	have	a	scientific	theory	that	explains	the	appearance	of	animal	life	evolution	When	I	draw	the	conclusion	that	pink	unicorns	don	t	exist	because	I	haven	t	seen	them	this	conclusion	has	it	s	foundation	in	observation	and	theory	A	pink	unicorn	if	it	did	exist	would	be	qualitatively	similar	to	other	known	entities	That	is	to	say	since	there	is	good	evidence	that	all	life	on	earth	has	evolved	from	more	primitive	ancestors	these	pink	unicorns	would	share	a	common	anscestory	with	horses	and	zebras	and	such	God	however	has	no	such	correspondence	with	anything	IMO	There	is	no	physical	frame	work	of	observation	to	draw	ANY	conclusions	FROM	I	disagree	with	you	profoundly	on	this	I	haven	t	defined	God	as	existence	in	fact	I	haven	t	defined	God	But	this	might	be	getting	off	the	subject	although	if	you	think	it	s	relevant	we	can	come	back	to	it	You	are	using	wrong	categories	here	or	perhaps	you	misunderstand	what	I	m	saying	I	m	making	no	argument	what	so	ever	and	offering	no	definition	so	there	is	no	fallacy	I	m	not	trying	to	convince	you	of	anything	I	Believe	and	that	rests	upon	Faith	And	it	is	inappropriate	to	apply	the	category	of	logic	in	this	realm	unless	someone	tells	you	that	they	can	logically	prove	God	or	that	they	have	evidence	or	then	the	use	of	logic	to	disprove	their	claims	if	fine	and	necessary	BTW	an	incomplete	argument	is	not	a	fallacy	some	things	are	not	EVEN	wrong	I	don	t	follow	you	here	Certainly	one	can	make	observations	of	things	that	they	didn	t	know	existed	I	still	maintain	that	one	cannot	use	observation	to	infer	that	God	does	not	exist	Such	a	positive	assertion	requires	a	leap	Once	again	you	seem	to	completely	misunderstand	me	I	have	no	EVIDENCE	that	god	is	is	meaningful	at	ANY	level	Maybe	such	a	response	as	you	gave	just	comes	naturally	to	you	because	so	many	people	try	to	run	their	own	private	conception	of	God	down	your	throat	I	however	am	not	doing	this	I	am	arguing	one	and	only	one	thing	that	to	make	a	positive	assertion	about	something	for	which	there	can	in	principle	be	no	evidence	for	or	against	requires	a	leap	it	requires	faith	I	am	as	you	would	say	a	theist	however	there	is	a	form	of	atheism	that	I	can	respect	but	it	must	be	founded	upon	honesty
alt.atheism,Cool	quote	Better	watch	it	The	theists	will	jump	on	you	for	that	Nanci
alt.atheism,It	sounds	to	me	like	it	s	just	SCREAMING	OUT	for	parody	Give	a	copy	to	your	friendly	neighbourhood	SubGenius	preacher	with	luck	he	ll	run	it	through	the	mental	mincer	and	hand	you	back	an	outrageously	offensive	and	gut	bustingly	funny	parody	you	can	paste	over	the	originals	I	can	see	it	now	The	Stool	Scroll	Thoughts	on	Religion	Spirituality	and	Matters	of	the	Colon	You	can	use	this	text	to	wipe
alt.atheism,That	s	the	entire	point	Yes	Natural	morality	is	a	morality	that	developed	naturally	Huh
alt.atheism,Sure	it	isn	t	mutually	exclusive	but	it	lends	weight	to	i	e	increases	notional	running	estimates	of	the	posterior	probability	of	the	atheist	s	pitch	in	the	partition	and	thus	necessarily	reduces	the	same	quantity	in	the	theist	s	pitch	This	is	because	the	divine	component	falls	prey	to	Ockham	s	Razor	the	phenomenon	being	satisfactorily	explained	without	it	and	there	being	no	independent	evidence	of	any	such	component	More	detail	in	the	next	post	Occam	s	Razor	is	not	a	law	of	nature	it	is	way	of	analyzing	an	argument	even	so	it	interesting	how	often	it	s	cited	here	and	to	what	end	It	seems	odd	that	religion	is	simultaneously	condemned	as	being	primitive	simple	minded	and	unscientific	anti	intellectual	and	childish	and	yet	again	condemned	as	being	too	complex	Occam	s	razor	the	scientific	explanation	of	things	being	much	more	straightforeward	and	apparently	simpler	Which	is	it	to	be	which	is	the	non	essential	and	how	do	you	know	Considering	that	even	scientists	don	t	fully	comprehend	science	due	to	its	complexity	and	diversity	Maybe	William	of	Occam	has	performed	a	lobotomy	kept	the	frontal	lobe	and	thrown	everything	else	away	This	is	all	very	confusing	I	m	sure	one	of	you	will	straighten	me	out	tough
comp.sys.ibm.pc.hardware,I	have	been	following	this	thread	and	figured	I	d	throw	in	my	two	cents	The	Amiga	Zorro	II	bus	is	comparable	with	the	ISA	bus	7	16	vs	8	33	MHZ	The	Amiga	has	had	a	pre	emptative	multi	tasking	OS	since	85	and	can	operate	with	1	MB	RAM	SCSI	is	used	almost	exclusively	on	these	systems	A	SCSI	controller	that	transfers	data	by	DMA	allows	the	cpu	to	request	data	from	the	hard	drive	and	continue	working	while	the	controller	gets	the	data	and	moves	it	to	memory	A	controller	that	allows	reselection	can	operate	even	better	with	multiple	devices	This	is	espically	true	with	SCSI	tape	units	For	example	when	rewinding	or	formatting	a	tape	the	command	is	issued	to	the	controller	and	the	bus	is	released	to	allow	access	to	other	devices	on	the	bus	This	greatly	increases	productivity	or	at	least	do	something	else	while	backing	up	your	hard	drive	Which	happens	to	be	what	I	am	doing	while	reading	this	group	Its	a	long	story	but	I	still	use	IDE	on	my	486	except	for	the	CDROM	which	thanks	to	SCSI	I	can	move	between	both	machines	If	and	when	SCSI	is	better	standardized	and	supported	on	the	ibm	clone	machines	I	plan	to	completely	get	rid	of	IDE	Wayne	Summer	AMIGA	Simply	the	Best	Palm	Bay	FL	US	X	wayne	amtower	spacecoast	org
comp.sys.ibm.pc.hardware,I	have	just	installed	a	Diamond	Stealth	24	ISA	card	in	a	486DX2	66	system	with	256K	cache	and	16	megs	of	memory	that	gets	about	a	126	SI	6	0	CPU	Benchmark	rating	Using	the	1024x768x16	color	driver	under	Windows	I	am	getting	a	Winbench	Winmarks	rating	of	only	about	9	5	Million	Since	I	have	heard	that	others	get	15	to	16	million	for	this	card	I	assume	that	something	is	very	wrong	with	my	setup	What	are	some	possible	causes	of	the	card	slowing	down	like	this	I	ran	the	Qualitas	ASQ	diagnostic	program	on	memory	and	I	noted	the	following	memory	timings	on	my	machine	ASQ	v1	30	by	Qualitas	SYSTEM	ANALYSIS	Mon	Apr	19	1993	11	43	49AM	page	1	ACCESS	TIMING	Hex	KB	KB	Access	Speed	Ratio	Start	Start	Size	Time	us	0	25	50	75	100	00000	0	32	396	00800	32	32	598	01000	64	32	157	01800	96	32	180	02000	128	64	157	03000	192	32	165	03800	224	128	156	05800	352	96	169	07000	448	32	153	07800	480	32	188	08000	512	96	158	09800	608	32	171	0A000	640	96	1221	0B800	736	32	1581	0C000	768	32	312	0C800	800	96	154	0E000	896	64	3957	0F000	960	64	312	Note	two	things	on	this	chart	1	The	video	memory	appears	to	be	many	orders	of	magnitude	slower	than	system	memory	Are	there	wait	states	being	inserted	here	and	what	would	cause	that	2	The	EMS	Page	frame	seems	to	be	ridiculously	slow	even	though	it	is	being	mapped	to	the	fast	XMS	memory	in	my	system	through	EMM386	What	s	going	on	there	Note	that	my	Stealth	24	s	video	BIOS	at	C000	C7FF	is	being	shadowed	through	the	AMI	BIOS	Any	ideas	on	what	might	be	happening	here
alt.atheism,This	is	becoming	a	tiresome	statement	Coming	from	you	it	is	a	definition	not	an	assertion	Islam	is	good	Belief	in	Islam	is	good	Therefore	being	a	believer	in	Islam	can	produce	only	good	because	Islam	is	good	Blah	blah	blah	That	s	about	as	circular	as	it	gets	and	equally	meaningless	To	say	that	something	produces	only	good	because	it	is	only	good	that	it	produces	is	nothing	more	than	an	unapplied	definition	And	all	you	re	application	is	saying	that	it	s	true	if	you	really	believe	it	s	true	That	s	silly	Conversely	you	say	off	handedly	that	_anything_	can	happen	under	atheism	Again	just	an	offshoot	of	believe	it	and	it	becomes	true	don	t	believe	it	and	it	doesn	t	Like	other	religions	I	m	aquainted	with	Islam	teaches	exclusion	and	caste	and	suggests	harsh	penalties	for	_behaviors_	that	have	no	logical	call	for	punishment	certain	limits	on	speech	and	sex	for	example	To	me	this	is	not	good	I	see	much	pain	and	suffering	without	any	justification	except	for	the	_waving	of	the	hand_	of	some	inaccessible	god	By	the	by	you	toss	around	the	word	knowledgable	a	bit	carelessly	For	what	is	a	_knowledgeable	believer_	except	a	contradiction	of	terms	I	infer	that	you	mean	believer	in	terms	of	having	faith	And	If	you	need	knowledge	to	believe	then	faith	has	nothing	to	do	with	it	does	it
comp.sys.ibm.pc.hardware,Howdy	The	other	day	I	was	using	Norton	s	SpeedDisk	to	optimize	my	Seagate	125MB	h	problem	persisted	I	backed	up	all	essential	data	and	decided	to	reformat	my	hard	drive	When	I	attempted	this	it	got	to	the	279th	clylinder	8th	head	and	gave	me	an	error	message	saying	that	it	Could	not	find	the	sector	I	have	tried	everything	I	can	think	of	Now	I	can	t	even	access	my	hard	driv	to	write	information	to	it	I	tried	to	boot	up	with	my	MS	DOS	disks	but	MS	D	tries	to	reformat	my	hard	drive	and	gets	29	of	the	way	through	to	say	Error	formatting	hard	drive	Press	f3	to	exit	I	tried	to	scan	my	hard	drive	for	viruses	but	I	can	t	access	it	and	I	get	a	message	When	I	try	to	do	a	dir	saying	Error	INT	24	Can	anyone	Help	me	I	have	no	idea	what	to	do	Thanks	in	advance	for	any	help	Greg	try	a	bios	level	format	via	the	debug	command	G	xxxx	5	where	xxxx	is	the	Hex	address	of	the	hd	controller	bios	location	if	this	will	not	work	a	last	resort	would	be	to	take	a	large	magnet	to	the	hard	disk	but	this	has	to	be	done	properly	or	you	will	cause	or	could	cause	more	damage	than	has	been	done	already	disclaimer	I	am	not	responsible	for	your	actions	by	directly	applying	a	large	magnet	to	your	hard	disk	if	done	correctly	the	magnet	trick	will	wipe	out	everything	on	the	hard	disk	_COMPLETELY_	and	a	low	level	BIOS	format	might	succeed	David
