"sale_date";"store_id";"sale_id";"sale_total"
"2012-01-02 00:00:00";18;62;"133232"
"2012-01-02 00:00:00";19;63;"537683"
"2012-01-02 00:00:00";20;64;"388720"
"2012-01-02 00:00:00";21;65;"230548"
"2012-01-02 00:00:00";22;66;"786582"
"2012-01-02 00:00:00";23;67;"441266"
"2012-01-02 00:00:00";24;68;"646583"
"2012-01-02 00:00:00";25;69;"909117"
"2012-01-02 00:00:00";26;70;"705836"
"2012-01-02 00:00:00";27;71;"701829"
"2012-01-02 00:00:00";28;72;"391637"
"2012-01-02 00:00:00";29;73;"652696"
"2012-01-02 00:00:00";30;74;"188571"
"2012-01-02 00:00:00";31;75;"684768"
"2012-01-02 00:00:00";32;76;"958128"
"2012-01-02 00:00:00";33;77;"836333"
"2012-01-02 00:00:00";34;78;"307283"
"2012-01-02 00:00:00";36;79;"727417"
"2012-01-02 00:00:00";37;80;"815236"
"2012-01-02 00:00:00";38;81;"893930"
"2012-01-02 00:00:00";39;82;"123941"
"2012-01-02 00:00:00";40;83;"537913"
"2012-01-02 00:00:00";41;84;"417743"
"2012-01-02 00:00:00";42;85;"374976"
"2012-01-02 00:00:00";43;86;"521652"
"2012-01-02 00:00:00";44;87;"483331"
"2012-01-02 00:00:00";45;88;"751698"
"2012-01-03 00:00:00";1;89;"408499"
"2012-01-03 00:00:00";2;90;"587400"
"2012-01-03 00:00:00";3;91;"711504"
"2012-01-03 00:00:00";4;92;"795318"
"2012-01-03 00:00:00";5;93;"842077"
"2012-01-03 00:00:00";6;94;"824434"
"2012-01-03 00:00:00";7;95;"595939"
"2012-01-03 00:00:00";8;96;"406393"
"2012-01-03 00:00:00";9;97;"144149"
"2012-01-03 00:00:00";10;98;"301565"
"2012-01-03 00:00:00";11;99;"975377"
"2012-01-03 00:00:00";12;100;"272190"
"2012-01-03 00:00:00";13;101;"134818"
"2012-01-03 00:00:00";14;102;"657523"
"2012-01-03 00:00:00";15;103;"983158"
"2012-01-03 00:00:00";16;104;"143222"
"2012-01-03 00:00:00";17;105;"366636"
"2012-01-03 00:00:00";18;106;"403514"
"2012-01-03 00:00:00";19;107;"817661"
"2012-01-03 00:00:00";20;108;"977764"
"2012-01-03 00:00:00";21;109;"535838"
"2012-01-03 00:00:00";22;110;"545897"
"2012-01-03 00:00:00";23;111;"121970"
"2012-01-03 00:00:00";24;112;"672160"
"2012-01-03 00:00:00";25;113;"194891"
"2012-01-03 00:00:00";26;114;"657976"
"2012-01-03 00:00:00";27;115;"805206"
"2012-01-03 00:00:00";28;116;"152104"
"2012-01-03 00:00:00";29;117;"944901"
"2012-01-03 00:00:00";30;118;"568191"
"2012-01-03 00:00:00";31;119;"806255"
"2012-01-03 00:00:00";32;120;"426702"
"2012-01-03 00:00:00";33;121;"514745"
"2012-01-03 00:00:00";34;122;"293619"
"2012-01-03 00:00:00";36;123;"723858"
"2012-01-03 00:00:00";37;124;"838434"
"2012-01-03 00:00:00";38;125;"120596"
"2012-01-03 00:00:00";39;126;"687677"
"2012-01-03 00:00:00";40;127;"276598"
"2012-01-03 00:00:00";41;128;"119961"
"2012-01-03 00:00:00";42;129;"570008"
"2012-01-03 00:00:00";43;130;"590157"
"2012-01-03 00:00:00";44;131;"240760"
"2012-01-03 00:00:00";45;132;"233330"
"2012-01-04 00:00:00";1;133;"344368"
"2012-01-04 00:00:00";2;134;"921852"
"2012-01-04 00:00:00";3;135;"776156"
"2012-01-04 00:00:00";4;136;"115223"
"2012-01-04 00:00:00";5;137;"847646"
"2012-01-04 00:00:00";6;138;"192564"
"2012-01-04 00:00:00";7;139;"119880"
"2012-01-04 00:00:00";8;140;"821708"
"2012-01-04 00:00:00";9;141;"948902"
"2012-01-04 00:00:00";10;142;"379387"
"2012-01-04 00:00:00";11;143;"750226"
"2012-01-04 00:00:00";12;144;"712971"
"2012-01-04 00:00:00";13;145;"314176"
"2012-01-04 00:00:00";14;146;"231968"
"2012-01-04 00:00:00";15;147;"117313"
"2012-01-04 00:00:00";16;148;"690661"
"2012-01-04 00:00:00";17;149;"301363"
"2012-01-04 00:00:00";18;150;"234835"
"2012-01-04 00:00:00";19;151;"170083"
"2012-01-04 00:00:00";20;152;"945912"
"2012-01-04 00:00:00";21;153;"519312"
"2012-01-04 00:00:00";22;154;"558823"
"2012-01-04 00:00:00";23;155;"236181"
"2012-01-04 00:00:00";24;156;"304434"
"2012-01-04 00:00:00";25;157;"713628"
"2012-01-04 00:00:00";26;158;"754837"
"2012-01-04 00:00:00";27;159;"633303"
"2012-01-04 00:00:00";28;160;"802004"
"2012-01-04 00:00:00";29;161;"210112"
"2012-01-04 00:00:00";30;162;"344548"
"2012-01-04 00:00:00";31;163;"992405"
"2012-01-04 00:00:00";32;164;"228378"
"2012-01-04 00:00:00";33;165;"764676"
"2012-01-04 00:00:00";34;166;"338247"
"2012-01-04 00:00:00";36;167;"197205"
"2012-01-04 00:00:00";37;168;"771284"
"2012-01-04 00:00:00";38;169;"464805"
"2012-01-04 00:00:00";39;170;"810174"
"2012-01-04 00:00:00";40;171;"756453"
"2012-01-04 00:00:00";41;172;"351746"
"2012-01-04 00:00:00";42;173;"289371"
"2012-01-04 00:00:00";43;174;"291617"
"2012-01-04 00:00:00";44;175;"489973"
"2012-01-04 00:00:00";45;176;"575012"
"2012-01-05 00:00:00";1;177;"405142"
"2012-01-05 00:00:00";2;178;"200675"
"2012-01-05 00:00:00";3;179;"587950"
"2012-01-05 00:00:00";4;180;"437723"
"2012-01-05 00:00:00";5;181;"324767"
"2012-01-05 00:00:00";6;182;"210666"
"2012-01-05 00:00:00";7;183;"879028"
"2012-01-05 00:00:00";8;184;"963142"
"2012-01-05 00:00:00";9;185;"278625"
"2012-01-05 00:00:00";10;186;"203701"
"2012-01-05 00:00:00";11;187;"982627"
"2012-01-05 00:00:00";12;188;"602034"
"2012-01-05 00:00:00";13;189;"862289"
"2012-01-05 00:00:00";14;190;"605342"
"2012-01-05 00:00:00";15;191;"339844"
"2012-01-05 00:00:00";16;192;"683193"
"2012-01-05 00:00:00";17;193;"496432"
"2012-01-05 00:00:00";18;194;"332583"
"2012-01-05 00:00:00";19;195;"973620"
"2012-01-05 00:00:00";20;196;"170352"
"2012-01-05 00:00:00";21;197;"530898"
"2012-01-05 00:00:00";22;198;"243433"
"2012-01-05 00:00:00";23;199;"424472"
"2012-01-05 00:00:00";24;200;"392059"
"2012-01-05 00:00:00";25;201;"586882"
"2012-01-05 00:00:00";26;202;"758233"
"2012-01-05 00:00:00";27;203;"130516"
"2012-01-05 00:00:00";28;204;"977884"
"2012-01-05 00:00:00";29;205;"797872"
"2012-01-05 00:00:00";30;206;"955709"
"2012-01-05 00:00:00";31;207;"484928"
"2012-01-05 00:00:00";32;208;"357514"
"2012-01-05 00:00:00";33;209;"232786"
"2012-01-05 00:00:00";34;210;"891388"
"2012-01-05 00:00:00";36;211;"958580"
"2012-01-05 00:00:00";37;212;"218737"
"2012-01-05 00:00:00";38;213;"817946"
"2012-01-05 00:00:00";39;214;"633520"
"2012-01-05 00:00:00";40;215;"613761"
"2012-01-05 00:00:00";41;216;"168244"
"2012-01-05 00:00:00";42;217;"699936"
"2012-01-05 00:00:00";43;218;"194951"
"2012-01-05 00:00:00";44;219;"574946"
"2012-01-05 00:00:00";45;220;"389878"
"2012-01-06 00:00:00";1;221;"124549"
"2012-01-06 00:00:00";2;222;"253114"
"2012-01-06 00:00:00";3;223;"791922"
"2012-01-06 00:00:00";4;224;"400266"
"2012-01-06 00:00:00";5;225;"425566"
"2012-01-06 00:00:00";6;226;"827030"
"2012-01-06 00:00:00";7;227;"958454"
"2012-01-06 00:00:00";8;228;"411180"
"2012-01-06 00:00:00";9;229;"880537"
"2012-01-06 00:00:00";10;230;"369147"
"2012-01-06 00:00:00";11;231;"904122"
"2012-01-06 00:00:00";12;232;"613170"
"2012-01-06 00:00:00";13;233;"253485"
"2012-01-06 00:00:00";14;234;"227914"
"2012-01-06 00:00:00";15;235;"279115"
"2012-01-06 00:00:00";16;236;"611834"
"2012-01-06 00:00:00";17;237;"321824"
"2012-01-06 00:00:00";18;238;"573619"
"2012-01-06 00:00:00";19;239;"902620"
"2012-01-06 00:00:00";20;240;"892247"
"2012-01-06 00:00:00";21;241;"753373"
"2012-01-06 00:00:00";22;242;"990124"
"2012-01-06 00:00:00";23;243;"790502"
"2012-01-06 00:00:00";24;244;"882138"
"2012-01-06 00:00:00";25;245;"139183"
"2012-01-06 00:00:00";26;246;"649503"
"2012-01-06 00:00:00";27;247;"929966"
"2012-01-06 00:00:00";28;248;"801320"
"2012-01-06 00:00:00";29;249;"216701"
"2012-01-06 00:00:00";30;250;"379548"
"2012-01-06 00:00:00";31;251;"247635"
"2012-01-06 00:00:00";32;252;"899529"
"2012-01-06 00:00:00";33;253;"954743"
"2012-01-06 00:00:00";34;254;"175129"
"2012-01-06 00:00:00";36;255;"611415"
"2012-01-06 00:00:00";37;256;"631689"
"2012-01-06 00:00:00";38;257;"324201"
"2012-01-06 00:00:00";39;258;"525937"
"2012-01-06 00:00:00";40;259;"657081"
"2012-01-06 00:00:00";41;260;"707594"
"2012-01-06 00:00:00";42;261;"566729"
"2012-01-06 00:00:00";43;262;"610862"
"2012-01-06 00:00:00";44;263;"354124"
"2012-01-06 00:00:00";45;264;"738035"
"2012-01-07 00:00:00";1;265;"727801"
"2012-01-07 00:00:00";2;266;"424903"
"2012-01-07 00:00:00";3;267;"741109"
"2012-01-07 00:00:00";4;268;"530836"
"2012-01-07 00:00:00";5;269;"330854"
"2012-01-07 00:00:00";6;270;"861764"
"2012-01-07 00:00:00";7;271;"516255"
"2012-01-07 00:00:00";8;272;"795985"
"2012-01-07 00:00:00";9;273;"531159"
"2012-01-07 00:00:00";10;274;"167841"
"2012-01-07 00:00:00";11;275;"945728"
"2012-01-07 00:00:00";12;276;"525115"
"2012-01-07 00:00:00";13;277;"588391"
"2012-01-07 00:00:00";14;278;"366612"
"2012-01-07 00:00:00";15;279;"867885"
"2012-01-07 00:00:00";16;280;"439589"
"2012-01-07 00:00:00";17;281;"394289"
"2012-01-07 00:00:00";18;282;"552679"
"2012-01-07 00:00:00";19;283;"580530"
"2012-01-07 00:00:00";20;284;"244612"
"2012-01-07 00:00:00";21;285;"281470"
"2012-01-07 00:00:00";22;286;"573515"
"2012-01-07 00:00:00";23;287;"123163"
"2012-01-07 00:00:00";24;288;"595271"
"2012-01-07 00:00:00";25;289;"706865"
"2012-01-07 00:00:00";26;290;"748514"
"2012-01-07 00:00:00";27;291;"621974"
"2012-01-07 00:00:00";28;292;"764328"
"2012-01-07 00:00:00";29;293;"955718"
"2012-01-07 00:00:00";30;294;"585608"
"2012-01-07 00:00:00";31;295;"860885"
"2012-01-07 00:00:00";32;296;"647601"
"2012-01-07 00:00:00";33;297;"555349"
"2012-01-07 00:00:00";34;298;"733941"
"2012-01-07 00:00:00";36;299;"103661"
"2012-01-07 00:00:00";37;300;"916482"
"2012-01-07 00:00:00";38;301;"571426"
"2012-01-07 00:00:00";39;302;"907683"
"2012-01-07 00:00:00";40;303;"924140"
"2012-01-07 00:00:00";41;304;"897649"
"2012-01-07 00:00:00";42;305;"715824"
"2012-01-07 00:00:00";43;306;"786176"
"2012-01-07 00:00:00";44;307;"783407"
"2012-01-07 00:00:00";45;308;"558506"
"2012-01-08 00:00:00";1;309;"342310"
"2012-01-08 00:00:00";2;310;"836033"
"2012-01-08 00:00:00";3;311;"353234"
"2012-01-08 00:00:00";4;312;"958070"
"2012-01-08 00:00:00";5;313;"930650"
"2012-01-08 00:00:00";6;314;"779038"
"2012-01-08 00:00:00";7;315;"103243"
"2012-01-08 00:00:00";8;316;"779098"
"2012-01-08 00:00:00";9;317;"785761"
"2012-01-08 00:00:00";10;318;"591513"
"2012-01-08 00:00:00";11;319;"500282"
"2012-01-08 00:00:00";12;320;"626873"
"2012-01-08 00:00:00";13;321;"633516"
"2012-01-08 00:00:00";14;322;"286960"
"2012-01-08 00:00:00";15;323;"334253"
"2012-01-08 00:00:00";16;324;"710386"
"2012-01-08 00:00:00";17;325;"649171"
"2012-01-08 00:00:00";18;326;"114697"
"2012-01-08 00:00:00";19;327;"325970"
"2012-01-08 00:00:00";20;328;"285761"
"2012-01-08 00:00:00";21;329;"350893"
"2012-01-08 00:00:00";22;330;"797184"
"2012-01-08 00:00:00";23;331;"133242"
"2012-01-08 00:00:00";24;332;"874658"
"2012-01-08 00:00:00";25;333;"273564"
"2012-01-08 00:00:00";26;334;"443844"
"2012-01-08 00:00:00";27;335;"398529"
"2012-01-08 00:00:00";28;336;"561113"
"2012-01-08 00:00:00";29;337;"609980"
"2012-01-08 00:00:00";30;338;"366558"
"2012-01-08 00:00:00";31;339;"802850"
"2012-01-08 00:00:00";32;340;"114578"
"2012-01-08 00:00:00";33;341;"764340"
"2012-01-08 00:00:00";34;342;"677965"
"2012-01-08 00:00:00";36;343;"996805"
"2012-01-08 00:00:00";37;344;"150132"
"2012-01-08 00:00:00";38;345;"360243"
"2012-01-08 00:00:00";39;346;"350822"
"2012-01-08 00:00:00";40;347;"573378"
"2012-01-08 00:00:00";41;348;"814425"
"2012-01-08 00:00:00";42;349;"451990"
"2012-01-08 00:00:00";43;350;"616675"
"2012-01-08 00:00:00";44;351;"727407"
"2012-01-08 00:00:00";45;352;"787007"
"2012-01-09 00:00:00";1;353;"752817"
"2012-01-09 00:00:00";2;354;"403064"
"2012-01-09 00:00:00";3;355;"556867"
"2012-01-09 00:00:00";4;356;"575145"
"2012-01-09 00:00:00";5;357;"205122"
"2012-01-09 00:00:00";6;358;"100174"
"2012-01-09 00:00:00";7;359;"685505"
"2012-01-09 00:00:00";8;360;"327003"
"2012-01-09 00:00:00";9;361;"378500"
"2012-01-09 00:00:00";10;362;"811491"
"2012-01-09 00:00:00";11;363;"121957"
"2012-01-09 00:00:00";12;364;"775309"
"2012-01-09 00:00:00";13;365;"710675"
"2012-01-09 00:00:00";14;366;"227447"
"2012-01-09 00:00:00";15;367;"705212"
"2012-01-09 00:00:00";16;368;"943717"
"2012-01-09 00:00:00";17;369;"702951"
"2012-01-09 00:00:00";18;370;"583603"
"2012-01-09 00:00:00";19;371;"709163"
"2012-01-09 00:00:00";20;372;"795006"
"2012-01-09 00:00:00";21;373;"847540"
"2012-01-09 00:00:00";22;374;"852684"
"2012-01-09 00:00:00";23;375;"720797"
"2012-01-09 00:00:00";24;376;"945936"
"2012-01-09 00:00:00";25;377;"667290"
"2012-01-09 00:00:00";26;378;"398640"
"2012-01-09 00:00:00";27;379;"791330"
"2012-01-09 00:00:00";28;380;"860731"
"2012-01-09 00:00:00";29;381;"929665"
"2012-01-09 00:00:00";30;382;"166130"
"2012-01-09 00:00:00";31;383;"641658"
"2012-01-09 00:00:00";32;384;"809900"
"2012-01-09 00:00:00";33;385;"224525"
"2012-01-09 00:00:00";34;386;"392927"
"2012-01-09 00:00:00";36;387;"291058"
"2012-01-09 00:00:00";37;388;"176511"
"2012-01-09 00:00:00";38;389;"809378"
"2012-01-09 00:00:00";39;390;"717359"
"2012-01-09 00:00:00";40;391;"158659"
"2012-01-09 00:00:00";41;392;"341220"
"2012-01-09 00:00:00";42;393;"230125"
"2012-01-09 00:00:00";43;394;"926961"
"2012-01-09 00:00:00";44;395;"244432"
"2012-01-09 00:00:00";45;396;"141277"
"2012-01-10 00:00:00";1;397;"773089"
"2012-01-10 00:00:00";2;398;"641613"
"2012-01-10 00:00:00";3;399;"788800"
"2012-01-10 00:00:00";4;400;"119160"
"2012-01-10 00:00:00";5;401;"829400"
"2012-01-10 00:00:00";6;402;"989521"
"2012-01-10 00:00:00";7;403;"559404"
"2012-01-10 00:00:00";8;404;"628457"
"2012-01-10 00:00:00";9;405;"464073"
"2012-01-10 00:00:00";10;406;"334993"
"2012-01-10 00:00:00";11;407;"182748"
"2012-01-10 00:00:00";12;408;"708758"
"2012-01-10 00:00:00";13;409;"195549"
"2012-01-10 00:00:00";14;410;"551469"
"2012-01-10 00:00:00";15;411;"270698"
"2012-01-10 00:00:00";16;412;"499084"
"2012-01-10 00:00:00";17;413;"683324"
"2012-01-10 00:00:00";18;414;"919368"
"2012-01-10 00:00:00";19;415;"646871"
"2012-01-10 00:00:00";20;416;"376247"
"2012-01-10 00:00:00";21;417;"740626"
"2012-01-10 00:00:00";22;418;"674385"
"2012-01-10 00:00:00";23;419;"150051"
"2012-01-10 00:00:00";24;420;"427098"
"2012-01-10 00:00:00";25;421;"685336"
"2012-01-10 00:00:00";26;422;"245385"
"2012-01-10 00:00:00";27;423;"870920"
"2012-01-10 00:00:00";28;424;"818445"
"2012-01-10 00:00:00";29;425;"479462"
"2012-01-10 00:00:00";30;426;"741978"
"2012-01-10 00:00:00";31;427;"371505"
"2012-01-10 00:00:00";32;428;"431590"
"2012-01-10 00:00:00";33;429;"943435"
"2012-01-10 00:00:00";34;430;"622403"
"2012-01-10 00:00:00";36;431;"181712"
"2012-01-10 00:00:00";37;432;"741352"
"2012-01-10 00:00:00";38;433;"361623"
"2012-01-10 00:00:00";39;434;"384057"
"2012-01-10 00:00:00";40;435;"735420"
"2012-01-10 00:00:00";41;436;"624925"
"2012-01-10 00:00:00";42;437;"818368"
"2012-01-10 00:00:00";43;438;"317062"
"2012-01-10 00:00:00";44;439;"830209"
"2012-01-10 00:00:00";45;440;"399857"
"2012-01-11 00:00:00";1;441;"308658"
"2012-01-11 00:00:00";2;442;"243721"
"2012-01-11 00:00:00";3;443;"192631"
"2012-01-11 00:00:00";4;444;"131993"
"2012-01-11 00:00:00";5;445;"882069"
"2012-01-11 00:00:00";6;446;"314367"
"2012-01-11 00:00:00";7;447;"625628"
"2012-01-11 00:00:00";8;448;"285039"
"2012-01-11 00:00:00";9;449;"348311"
"2012-01-11 00:00:00";10;450;"786438"
"2012-01-11 00:00:00";11;451;"987257"
"2012-01-11 00:00:00";12;452;"676970"
"2012-01-11 00:00:00";13;453;"323081"
"2012-01-11 00:00:00";14;454;"384492"
"2012-01-11 00:00:00";15;455;"853220"
"2012-01-11 00:00:00";16;456;"312622"
"2012-01-11 00:00:00";17;457;"703451"
"2012-01-11 00:00:00";18;458;"679387"
"2012-01-11 00:00:00";19;459;"286585"
"2012-01-11 00:00:00";20;460;"194764"
"2012-01-11 00:00:00";21;461;"914062"
"2012-01-11 00:00:00";22;462;"286021"
"2012-01-11 00:00:00";23;463;"387916"
"2012-01-11 00:00:00";24;464;"981518"
"2012-01-11 00:00:00";25;465;"943843"
"2012-01-11 00:00:00";26;466;"774662"
"2012-01-11 00:00:00";27;467;"941779"
"2012-01-11 00:00:00";28;468;"484908"
"2012-01-11 00:00:00";29;469;"399205"
"2012-01-11 00:00:00";30;470;"441298"
"2012-01-11 00:00:00";31;471;"908879"
"2012-01-11 00:00:00";32;472;"420499"
"2012-01-11 00:00:00";33;473;"175857"
"2012-01-11 00:00:00";34;474;"417791"
"2012-01-11 00:00:00";36;475;"561382"
"2012-01-11 00:00:00";37;476;"553539"
"2012-01-11 00:00:00";38;477;"983547"
"2012-01-11 00:00:00";39;478;"457119"
"2012-01-11 00:00:00";40;479;"134953"
"2012-01-11 00:00:00";41;480;"103410"
"2012-01-11 00:00:00";42;481;"912190"
"2012-01-11 00:00:00";43;482;"550722"
"2012-01-11 00:00:00";44;483;"817038"
"2012-01-11 00:00:00";45;484;"533024"
"2012-01-12 00:00:00";1;485;"114005"
"2012-01-12 00:00:00";2;486;"670952"
"2012-01-12 00:00:00";3;487;"212748"
"2012-01-12 00:00:00";4;488;"750881"
"2012-01-12 00:00:00";5;489;"316162"
"2012-01-12 00:00:00";6;490;"128167"
"2012-01-12 00:00:00";7;491;"492349"
"2012-01-12 00:00:00";8;492;"177245"
"2012-01-12 00:00:00";9;493;"209179"
"2012-01-12 00:00:00";10;494;"414158"
"2012-01-12 00:00:00";11;495;"443255"
"2012-01-12 00:00:00";12;496;"873801"
"2012-01-12 00:00:00";13;497;"239241"
"2012-01-12 00:00:00";14;498;"274799"
"2012-01-12 00:00:00";15;499;"556275"
"2012-01-12 00:00:00";16;500;"956978"
"2012-01-12 00:00:00";17;501;"316062"
"2012-01-12 00:00:00";18;502;"409379"
"2012-01-12 00:00:00";19;503;"998706"
"2012-01-12 00:00:00";20;504;"965395"
"2012-01-12 00:00:00";21;505;"830855"
"2012-01-12 00:00:00";22;506;"258090"
"2012-01-12 00:00:00";23;507;"497884"
"2012-01-12 00:00:00";24;508;"715151"
"2012-01-12 00:00:00";25;509;"182105"
"2012-01-12 00:00:00";26;510;"465069"
"2012-01-12 00:00:00";27;511;"779031"
"2012-01-12 00:00:00";28;512;"599947"
"2012-01-12 00:00:00";29;513;"562644"
"2012-01-12 00:00:00";30;514;"913380"
"2012-01-12 00:00:00";31;515;"978967"
"2012-01-12 00:00:00";32;516;"254695"
"2012-01-12 00:00:00";33;517;"936574"
"2012-01-12 00:00:00";34;518;"218784"
"2012-01-12 00:00:00";36;519;"884199"
"2012-01-12 00:00:00";37;520;"964645"
"2012-01-12 00:00:00";38;521;"270626"
"2012-01-12 00:00:00";39;522;"159196"
"2012-01-12 00:00:00";40;523;"784103"
"2012-01-12 00:00:00";41;524;"642925"
"2012-01-12 00:00:00";42;525;"762315"
"2012-01-12 00:00:00";43;526;"882801"
"2012-01-12 00:00:00";44;527;"227062"
"2012-01-12 00:00:00";45;528;"186905"
"2012-01-13 00:00:00";1;529;"153341"
"2012-01-13 00:00:00";2;530;"105988"
"2012-01-13 00:00:00";3;531;"869918"
"2012-01-13 00:00:00";4;532;"331625"
"2012-01-13 00:00:00";5;533;"748371"
"2012-01-13 00:00:00";6;534;"846980"
"2012-01-13 00:00:00";7;535;"989786"
"2012-01-13 00:00:00";8;536;"507991"
"2012-01-13 00:00:00";9;537;"370599"
"2012-01-13 00:00:00";10;538;"229019"
"2012-01-13 00:00:00";11;539;"833297"
"2012-01-13 00:00:00";12;540;"679431"
"2012-01-13 00:00:00";13;541;"797264"
"2012-01-13 00:00:00";14;542;"948025"
"2012-01-13 00:00:00";15;543;"448332"
"2012-01-13 00:00:00";16;544;"197587"
"2012-01-13 00:00:00";17;545;"442941"
"2012-01-13 00:00:00";18;546;"621941"
"2012-01-13 00:00:00";19;547;"780882"
"2012-01-13 00:00:00";20;548;"138590"
"2012-01-13 00:00:00";21;549;"950300"
"2012-01-13 00:00:00";22;550;"635733"
"2012-01-13 00:00:00";23;551;"227764"
"2012-01-13 00:00:00";24;552;"931621"
"2012-01-13 00:00:00";25;553;"274811"
"2012-01-13 00:00:00";26;554;"279193"
"2012-01-13 00:00:00";27;555;"471534"
"2012-01-13 00:00:00";28;556;"520091"
"2012-01-13 00:00:00";29;557;"185852"
"2012-01-13 00:00:00";30;558;"168986"
"2012-01-13 00:00:00";31;559;"187376"
"2012-01-13 00:00:00";32;560;"329921"
"2012-01-13 00:00:00";33;561;"987475"
"2012-01-13 00:00:00";34;562;"247616"
"2012-01-13 00:00:00";36;563;"875652"
"2012-01-13 00:00:00";37;564;"835411"
"2012-01-13 00:00:00";38;565;"550101"
"2012-01-13 00:00:00";39;566;"144271"
"2012-01-13 00:00:00";40;567;"771052"
"2012-01-13 00:00:00";41;568;"622446"
"2012-01-13 00:00:00";42;569;"699074"
"2012-01-13 00:00:00";43;570;"628031"
"2012-01-13 00:00:00";44;571;"942934"
"2012-01-13 00:00:00";45;572;"930579"
"2012-01-14 00:00:00";1;573;"824093"
"2012-01-14 00:00:00";2;574;"328726"
"2012-01-14 00:00:00";3;575;"871350"
"2012-01-14 00:00:00";4;576;"570575"
"2012-01-14 00:00:00";5;577;"138824"
"2012-01-14 00:00:00";6;578;"682395"
"2012-01-14 00:00:00";7;579;"195505"
"2012-01-14 00:00:00";8;580;"630339"
"2012-01-14 00:00:00";9;581;"665179"
"2012-01-14 00:00:00";10;582;"434879"
"2012-01-14 00:00:00";11;583;"978858"
"2012-01-14 00:00:00";12;584;"789652"
"2012-01-14 00:00:00";13;585;"911686"
"2012-01-14 00:00:00";14;586;"289475"
"2012-01-14 00:00:00";15;587;"412318"
"2012-01-14 00:00:00";16;588;"193163"
"2012-01-14 00:00:00";17;589;"528862"
"2012-01-14 00:00:00";18;590;"164822"
"2012-01-14 00:00:00";19;591;"937523"
"2012-01-14 00:00:00";20;592;"493150"
"2012-01-14 00:00:00";21;593;"453182"
"2012-01-14 00:00:00";22;594;"686457"
"2012-01-14 00:00:00";23;595;"172741"
"2012-01-14 00:00:00";24;596;"504334"
"2012-01-14 00:00:00";25;597;"103447"
"2012-01-14 00:00:00";26;598;"704234"
"2012-01-14 00:00:00";27;599;"410830"
"2012-01-14 00:00:00";28;600;"741446"
"2012-01-14 00:00:00";29;601;"574739"
"2012-01-14 00:00:00";30;602;"549356"
"2012-01-14 00:00:00";31;603;"922566"
"2012-01-14 00:00:00";32;604;"164762"
"2012-01-14 00:00:00";33;605;"656113"
"2012-01-14 00:00:00";34;606;"886280"
